subscription_id,user_id,plan_id,subscription_date,expiry_date,amount,is_renewal,status
61,8485,2,2024-12-16,2025-01-15,19.99,False,canceled
62,1745,1,2025-05-25,2025-06-24,9.99,True,expired
63,7654,1,2024-10-07,2024-11-06,9.99,True,expired
64,9246,2,2024-08-26,2024-09-25,19.99,True,expired
65,131,3,2025-04-10,2026-04-05,199.99,False,active
66,9103,3,2025-04-10,2026-04-05,199.99,True,canceled
67,7785,2,2023-09-01,2023-10-01,19.99,False,expired
68,1900,1,2025-04-03,2025-05-03,9.99,False,active
69,5228,1,2024-10-09,2024-11-08,9.99,False,expired
70,8257,2,2023-08-11,2023-09-10,19.99,True,active
71,9873,1,2024-06-06,2024-07-06,9.99,True,canceled
72,1359,1,2023-07-19,2023-08-18,9.99,True,active
73,2320,3,2024-02-11,2025-02-05,199.99,False,active
74,3170,2,2023-11-22,2023-12-22,19.99,False,canceled
75,3549,3,2023-07-08,2024-07-02,199.99,True,canceled
76,7921,3,2025-05-26,2026-05-21,199.99,False,canceled
77,1540,3,2024-04-13,2025-04-08,199.99,False,active
78,9497,3,2024-06-04,2025-05-30,199.99,False,active
79,6164,2,2023-12-31,2024-01-30,19.99,False,canceled
80,6534,2,2023-11-04,2023-12-04,19.99,False,canceled
81,4850,1,2024-03-09,2024-04-08,9.99,False,expired
82,3843,1,2024-08-05,2024-09-04,9.99,False,canceled
83,264,1,2024-06-03,2024-07-03,9.99,False,active
84,2646,2,2024-12-17,2025-01-16,19.99,True,expired
85,6224,3,2023-12-07,2024-12-01,199.99,False,active
86,7519,3,2023-12-21,2024-12-15,199.99,True,expired
87,2987,1,2024-11-23,2024-12-23,9.99,True,expired
88,1245,2,2024-04-16,2024-05-16,19.99,True,expired
89,218,2,2025-02-04,2025-03-06,19.99,True,canceled
90,4662,2,2025-03-27,2025-04-26,19.99,True,canceled
91,821,1,2024-03-05,2024-04-04,9.99,False,canceled
92,9614,1,2024-05-09,2024-06-08,9.99,True,canceled
93,609,3,2025-01-26,2026-01-21,199.99,True,active
94,1135,2,2024-02-10,2024-03-11,19.99,True,canceled
95,147,1,2023-12-04,2024-01-03,9.99,True,active
96,6576,2,2023-12-22,2024-01-21,19.99,True,expired
97,4287,2,2024-12-29,2025-01-28,19.99,False,expired
98,7467,3,2024-12-25,2025-12-20,199.99,True,active
99,5221,2,2025-04-17,2025-05-17,19.99,True,canceled
100,8061,1,2023-12-19,2024-01-18,9.99,True,active
101,4648,3,2023-07-05,2024-06-29,199.99,False,canceled
102,9342,1,2024-01-09,2024-02-08,9.99,False,canceled
103,3973,3,2025-05-26,2026-05-21,199.99,False,expired
104,6347,2,2024-01-06,2024-02-05,19.99,True,active
105,376,1,2024-06-19,2024-07-19,9.99,True,canceled
106,2273,3,2025-05-10,2026-05-05,199.99,False,canceled
107,5978,1,2025-05-26,2025-06-25,9.99,True,canceled
108,6437,3,2023-12-31,2024-12-25,199.99,False,canceled
109,9704,1,2023-08-13,2023-09-12,9.99,False,expired
110,2106,2,2024-09-15,2024-10-15,19.99,True,active
111,564,3,2024-02-26,2025-02-20,199.99,True,active
112,8948,2,2024-02-03,2024-03-04,19.99,True,active
113,4984,3,2025-04-17,2026-04-12,199.99,False,active
114,5237,1,2024-08-01,2024-08-31,9.99,True,expired
115,5537,2,2024-11-22,2024-12-22,19.99,True,active
116,8119,1,2023-08-17,2023-09-16,9.99,False,expired
117,3325,3,2024-09-02,2025-08-28,199.99,True,expired
118,3247,1,2023-09-17,2023-10-17,9.99,False,canceled
119,3557,2,2023-08-03,2023-09-02,19.99,True,active
120,1465,1,2025-04-22,2025-05-22,9.99,True,expired
121,618,3,2024-11-19,2025-11-14,199.99,True,expired
122,9752,3,2023-07-17,2024-07-11,199.99,True,active
123,9062,2,2025-01-05,2025-02-04,19.99,True,expired
124,59,2,2023-12-08,2024-01-07,19.99,True,active
125,8630,3,2023-07-29,2024-07-23,199.99,True,canceled
126,4566,1,2025-01-11,2025-02-10,9.99,False,expired
127,9833,1,2024-09-01,2024-10-01,9.99,True,expired
128,3771,1,2023-08-11,2023-09-10,9.99,False,expired
129,3615,3,2024-08-30,2025-08-25,199.99,False,canceled
130,6959,1,2025-04-17,2025-05-17,9.99,True,canceled
131,6454,1,2023-12-26,2024-01-25,9.99,True,expired
132,1350,1,2024-01-04,2024-02-03,9.99,True,expired
133,7031,3,2024-10-30,2025-10-25,199.99,True,canceled
134,9373,2,2025-03-07,2025-04-06,19.99,False,expired
135,4202,2,2024-11-23,2024-12-23,19.99,True,canceled
136,3610,1,2023-08-12,2023-09-11,9.99,True,active
137,5716,3,2024-07-23,2025-07-18,199.99,True,expired
138,4007,1,2024-06-18,2024-07-18,9.99,False,canceled
139,3323,3,2025-06-01,2026-05-27,199.99,False,expired
140,8255,2,2024-07-05,2024-08-04,19.99,True,active
141,9138,3,2024-11-01,2025-10-27,199.99,True,expired
142,5054,1,2024-04-14,2024-05-14,9.99,False,expired
143,3814,2,2024-02-27,2024-03-28,19.99,False,expired
144,5833,3,2024-11-04,2025-10-30,199.99,True,expired
145,1702,2,2023-10-24,2023-11-23,19.99,False,canceled
146,7847,3,2024-03-15,2025-03-10,199.99,True,expired
147,8115,2,2025-03-15,2025-04-14,19.99,False,active
148,8697,3,2024-05-19,2025-05-14,199.99,True,canceled
149,3870,2,2024-07-18,2024-08-17,19.99,False,active
150,1439,3,2024-06-08,2025-06-03,199.99,False,expired
151,2646,2,2024-03-26,2024-04-25,19.99,False,active
152,9702,1,2024-05-15,2024-06-14,9.99,True,canceled
153,7083,2,2025-01-14,2025-02-13,19.99,False,expired
154,8436,1,2024-02-02,2024-03-03,9.99,True,canceled
155,6506,1,2025-06-10,2025-07-10,9.99,False,canceled
156,2770,1,2024-08-30,2024-09-29,9.99,True,canceled
157,4775,3,2024-06-28,2025-06-23,199.99,True,canceled
158,9267,3,2024-03-08,2025-03-03,199.99,True,active
159,5300,2,2023-09-04,2023-10-04,19.99,False,canceled
160,7617,1,2023-12-03,2024-01-02,9.99,False,canceled
161,9884,2,2025-02-09,2025-03-11,19.99,False,canceled
162,409,3,2023-10-06,2024-09-30,199.99,True,expired
163,6052,3,2024-04-26,2025-04-21,199.99,True,canceled
164,481,1,2024-05-20,2024-06-19,9.99,False,active
165,7223,1,2024-09-20,2024-10-20,9.99,False,canceled
166,7911,3,2023-10-11,2024-10-05,199.99,True,expired
167,1147,1,2023-11-16,2023-12-16,9.99,False,canceled
168,5750,1,2025-03-13,2025-04-12,9.99,False,active
169,1871,2,2023-09-06,2023-10-06,19.99,False,active
170,919,3,2024-04-09,2025-04-04,199.99,False,active
171,72,3,2024-09-23,2025-09-18,199.99,True,canceled
172,4420,3,2025-04-14,2026-04-09,199.99,True,expired
173,7328,3,2023-11-07,2024-11-01,199.99,False,canceled
174,7587,1,2024-07-09,2024-08-08,9.99,True,expired
175,273,1,2023-09-15,2023-10-15,9.99,True,active
176,2024,1,2024-01-19,2024-02-18,9.99,True,canceled
177,217,1,2024-08-06,2024-09-05,9.99,False,expired
178,592,2,2023-08-27,2023-09-26,19.99,False,active
179,9366,1,2024-01-29,2024-02-28,9.99,False,expired
180,9843,2,2024-12-29,2025-01-28,19.99,True,active
181,2656,1,2024-12-18,2025-01-17,9.99,True,canceled
182,9908,1,2024-11-26,2024-12-26,9.99,True,expired
183,9189,1,2024-10-30,2024-11-29,9.99,False,active
184,686,1,2024-05-31,2024-06-30,9.99,False,expired
185,3205,1,2024-07-01,2024-07-31,9.99,True,canceled
186,2831,2,2024-09-30,2024-10-30,19.99,False,active
187,4253,3,2023-09-28,2024-09-22,199.99,False,canceled
188,3920,2,2024-01-04,2024-02-03,19.99,False,active
189,5352,2,2024-01-30,2024-02-29,19.99,True,expired
190,4540,2,2023-12-29,2024-01-28,19.99,False,expired
191,9791,2,2024-04-08,2024-05-08,19.99,False,expired
192,8128,2,2025-06-07,2025-07-07,19.99,True,expired
193,6233,3,2024-04-02,2025-03-28,199.99,False,active
194,5930,3,2025-01-04,2025-12-30,199.99,False,canceled
195,6106,1,2025-06-29,2025-07-29,9.99,False,canceled
196,1075,2,2025-05-05,2025-06-04,19.99,False,expired
197,7031,3,2024-03-06,2025-03-01,199.99,False,canceled
198,8424,1,2024-03-15,2024-04-14,9.99,False,expired
199,3249,2,2023-12-09,2024-01-08,19.99,True,expired
200,5787,3,2024-06-08,2025-06-03,199.99,False,expired
201,2622,2,2024-10-06,2024-11-05,19.99,False,active
202,7114,2,2025-04-30,2025-05-30,19.99,False,expired
203,5132,1,2025-06-20,2025-07-20,9.99,True,active
204,7549,2,2024-10-20,2024-11-19,19.99,False,expired
205,7717,1,2023-12-09,2024-01-08,9.99,False,active
206,2607,3,2025-04-01,2026-03-27,199.99,False,expired
207,9190,1,2024-12-08,2025-01-07,9.99,False,canceled
208,3996,3,2024-05-15,2025-05-10,199.99,False,expired
209,5525,3,2025-06-15,2026-06-10,199.99,True,canceled
210,390,3,2024-03-19,2025-03-14,199.99,False,canceled
211,977,2,2023-10-15,2023-11-14,19.99,True,expired
212,2866,3,2025-04-08,2026-04-03,199.99,False,canceled
213,7594,1,2024-05-13,2024-06-12,9.99,True,active
214,7502,1,2024-03-19,2024-04-18,9.99,False,active
215,9888,1,2025-05-08,2025-06-07,9.99,True,expired
216,7659,2,2024-10-05,2024-11-04,19.99,True,expired
217,8029,1,2024-04-11,2024-05-11,9.99,False,canceled
218,5659,3,2025-06-09,2026-06-04,199.99,True,active
219,9212,1,2024-09-29,2024-10-29,9.99,True,canceled
220,2257,2,2025-06-23,2025-07-23,19.99,False,active
221,5806,1,2024-03-11,2024-04-10,9.99,True,expired
222,80,2,2024-10-10,2024-11-09,19.99,False,active
223,3031,3,2024-08-11,2025-08-06,199.99,True,canceled
224,3437,2,2024-06-24,2024-07-24,19.99,True,active
225,2282,2,2024-10-09,2024-11-08,19.99,False,expired
226,3810,1,2024-10-13,2024-11-12,9.99,False,expired
227,5417,1,2024-12-04,2025-01-03,9.99,True,expired
228,1648,1,2025-01-03,2025-02-02,9.99,True,active
229,5777,3,2025-05-10,2026-05-05,199.99,True,canceled
230,2734,2,2025-07-02,2025-08-01,19.99,False,active
231,7549,2,2025-05-13,2025-06-12,19.99,True,expired
232,7113,3,2025-05-05,2026-04-30,199.99,False,active
233,5636,1,2024-11-03,2024-12-03,9.99,True,expired
234,5956,2,2024-11-08,2024-12-08,19.99,True,expired
235,3153,3,2025-04-03,2026-03-29,199.99,False,canceled
236,4794,2,2024-02-16,2024-03-17,19.99,True,canceled
237,7068,1,2025-03-25,2025-04-24,9.99,True,expired
238,3804,2,2025-05-23,2025-06-22,19.99,True,active
239,7810,3,2024-07-20,2025-07-15,199.99,False,canceled
240,5857,2,2024-12-03,2025-01-02,19.99,True,expired
241,7435,3,2024-04-26,2025-04-21,199.99,True,canceled
242,2224,2,2024-06-08,2024-07-08,19.99,True,expired
243,1764,2,2023-09-24,2023-10-24,19.99,False,active
244,4055,2,2023-07-18,2023-08-17,19.99,False,canceled
245,1565,1,2024-02-16,2024-03-17,9.99,True,expired
246,5202,2,2024-02-19,2024-03-20,19.99,False,canceled
247,2733,2,2023-08-29,2023-09-28,19.99,False,active
248,2848,2,2025-05-12,2025-06-11,19.99,True,expired
249,4220,3,2024-03-12,2025-03-07,199.99,True,expired
250,7243,2,2025-01-17,2025-02-16,19.99,True,active
251,9653,3,2024-03-24,2025-03-19,199.99,True,canceled
252,9356,1,2023-09-11,2023-10-11,9.99,True,expired
253,7070,1,2024-06-27,2024-07-27,9.99,True,active
254,9793,2,2024-02-06,2024-03-07,19.99,True,canceled
255,8095,1,2024-09-10,2024-10-10,9.99,False,canceled
256,533,3,2024-08-04,2025-07-30,199.99,False,expired
257,9670,3,2024-08-17,2025-08-12,199.99,True,active
258,6862,2,2024-04-21,2024-05-21,19.99,True,expired
259,1638,1,2025-01-05,2025-02-04,9.99,True,canceled
260,3755,3,2025-04-01,2026-03-27,199.99,True,canceled
261,8227,2,2025-04-10,2025-05-10,19.99,True,expired
262,4781,3,2023-09-04,2024-08-29,199.99,True,active
263,2380,2,2024-08-11,2024-09-10,19.99,True,canceled
264,4879,2,2024-09-19,2024-10-19,19.99,True,expired
265,2372,3,2023-08-18,2024-08-12,199.99,True,expired
266,3892,1,2023-08-24,2023-09-23,9.99,True,canceled
267,2172,2,2024-07-04,2024-08-03,19.99,False,canceled
268,7235,2,2025-03-03,2025-04-02,19.99,False,active
269,9935,3,2024-09-08,2025-09-03,199.99,True,active
270,5427,2,2025-04-23,2025-05-23,19.99,True,expired
271,4674,3,2025-02-24,2026-02-19,199.99,False,active
272,1394,3,2024-12-17,2025-12-12,199.99,True,expired
273,4902,1,2025-04-07,2025-05-07,9.99,False,expired
274,6104,1,2024-07-07,2024-08-06,9.99,True,active
275,2569,3,2024-10-14,2025-10-09,199.99,False,canceled
276,1945,3,2024-03-19,2025-03-14,199.99,True,canceled
277,259,2,2024-04-24,2024-05-24,19.99,True,expired
278,9578,1,2024-10-18,2024-11-17,9.99,False,expired
279,2073,2,2024-01-09,2024-02-08,19.99,False,active
280,7405,1,2023-08-16,2023-09-15,9.99,True,expired
281,1828,2,2023-08-07,2023-09-06,19.99,True,expired
282,1367,3,2024-10-12,2025-10-07,199.99,True,expired
283,8249,2,2025-06-16,2025-07-16,19.99,True,expired
284,2550,1,2025-01-21,2025-02-20,9.99,True,expired
285,9011,1,2024-04-23,2024-05-23,9.99,False,expired
286,1238,2,2025-01-14,2025-02-13,19.99,False,active
287,7545,2,2024-06-18,2024-07-18,19.99,False,active
288,441,2,2024-09-20,2024-10-20,19.99,True,expired
289,8419,3,2024-03-09,2025-03-04,199.99,False,canceled
290,17,2,2023-12-30,2024-01-29,19.99,False,canceled
291,9747,3,2025-01-11,2026-01-06,199.99,True,canceled
292,3220,1,2025-03-18,2025-04-17,9.99,False,canceled
293,5207,1,2025-04-03,2025-05-03,9.99,True,active
294,97,1,2025-01-28,2025-02-27,9.99,False,expired
295,8532,1,2024-12-20,2025-01-19,9.99,False,expired
296,561,1,2025-01-19,2025-02-18,9.99,False,expired
297,5673,1,2024-09-16,2024-10-16,9.99,True,expired
298,5181,3,2025-04-10,2026-04-05,199.99,False,canceled
299,6498,1,2024-12-03,2025-01-02,9.99,True,expired
300,779,2,2023-09-02,2023-10-02,19.99,True,expired
301,3371,2,2024-12-20,2025-01-19,19.99,False,expired
302,7525,3,2024-11-20,2025-11-15,199.99,False,canceled
303,1128,3,2024-10-31,2025-10-26,199.99,True,active
304,6947,3,2023-11-06,2024-10-31,199.99,True,active
305,1238,1,2024-11-30,2024-12-30,9.99,True,canceled
306,2827,1,2023-07-26,2023-08-25,9.99,True,canceled
307,1641,1,2025-02-18,2025-03-20,9.99,True,canceled
308,6149,1,2024-06-13,2024-07-13,9.99,True,expired
309,5088,1,2023-12-30,2024-01-29,9.99,True,active
310,1615,1,2024-03-07,2024-04-06,9.99,True,canceled
311,3868,1,2024-05-28,2024-06-27,9.99,True,expired
312,3228,3,2024-09-30,2025-09-25,199.99,True,expired
313,6337,3,2023-10-13,2024-10-07,199.99,True,expired
314,6736,1,2025-05-18,2025-06-17,9.99,False,active
315,3893,3,2023-12-25,2024-12-19,199.99,True,expired
316,7847,1,2023-07-29,2023-08-28,9.99,False,expired
317,207,2,2025-06-19,2025-07-19,19.99,False,expired
318,7965,2,2025-03-23,2025-04-22,19.99,False,active
319,757,1,2024-07-08,2024-08-07,9.99,True,canceled
320,2121,1,2024-08-18,2024-09-17,9.99,False,expired
321,1634,1,2025-02-23,2025-03-25,9.99,False,active
322,7484,1,2023-08-16,2023-09-15,9.99,False,active
323,4408,3,2024-04-27,2025-04-22,199.99,False,active
324,8735,3,2024-01-02,2024-12-27,199.99,False,active
325,2955,1,2025-02-06,2025-03-08,9.99,False,active
326,8669,2,2025-06-28,2025-07-28,19.99,True,active
327,9571,1,2025-04-02,2025-05-02,9.99,False,expired
328,4980,2,2024-05-21,2024-06-20,19.99,False,canceled
329,6887,3,2025-01-19,2026-01-14,199.99,False,active
330,6479,2,2023-08-29,2023-09-28,19.99,False,canceled
331,1883,3,2023-08-13,2024-08-07,199.99,True,canceled
332,7009,2,2024-10-23,2024-11-22,19.99,True,active
333,7196,2,2025-03-08,2025-04-07,19.99,True,expired
334,8209,3,2024-04-16,2025-04-11,199.99,False,active
335,6974,1,2025-01-16,2025-02-15,9.99,False,canceled
336,1746,1,2023-08-20,2023-09-19,9.99,False,canceled
337,7220,3,2023-08-24,2024-08-18,199.99,True,active
338,6100,2,2024-11-19,2024-12-19,19.99,False,active
339,7517,1,2025-01-09,2025-02-08,9.99,True,expired
340,8598,2,2024-12-17,2025-01-16,19.99,False,active
341,2718,3,2025-03-31,2026-03-26,199.99,True,active
342,4730,3,2024-10-21,2025-10-16,199.99,False,active
343,4947,2,2024-08-20,2024-09-19,19.99,False,canceled
344,2883,2,2024-06-28,2024-07-28,19.99,False,active
345,3579,1,2025-05-19,2025-06-18,9.99,False,expired
346,1810,1,2023-12-02,2024-01-01,9.99,False,canceled
347,1586,3,2023-07-17,2024-07-11,199.99,False,active
348,1676,2,2024-02-21,2024-03-22,19.99,True,canceled
349,8379,1,2025-05-07,2025-06-06,9.99,True,expired
350,6501,3,2024-03-23,2025-03-18,199.99,False,active
351,6811,2,2023-11-18,2023-12-18,19.99,False,active
352,4101,2,2024-08-06,2024-09-05,19.99,False,canceled
353,8826,3,2023-12-12,2024-12-06,199.99,False,expired
354,8365,2,2023-09-10,2023-10-10,19.99,True,active
355,6184,3,2024-03-21,2025-03-16,199.99,True,active
356,464,2,2025-04-22,2025-05-22,19.99,True,canceled
357,9886,3,2023-07-05,2024-06-29,199.99,True,canceled
358,3720,3,2025-05-13,2026-05-08,199.99,True,canceled
359,9448,1,2024-08-30,2024-09-29,9.99,True,expired
360,9730,1,2023-11-21,2023-12-21,9.99,True,canceled
361,945,2,2025-02-23,2025-03-25,19.99,False,expired
362,3655,2,2023-12-22,2024-01-21,19.99,True,active
363,4330,1,2024-10-21,2024-11-20,9.99,False,expired
364,2379,3,2025-02-07,2026-02-02,199.99,True,active
365,8901,2,2025-05-14,2025-06-13,19.99,True,active
366,8415,1,2024-01-22,2024-02-21,9.99,False,canceled
367,2033,3,2023-07-07,2024-07-01,199.99,True,active
368,1434,3,2025-04-19,2026-04-14,199.99,True,canceled
369,9559,2,2024-04-29,2024-05-29,19.99,True,canceled
370,5484,3,2025-01-02,2025-12-28,199.99,False,expired
371,8531,3,2024-06-19,2025-06-14,199.99,False,expired
372,7817,2,2024-10-19,2024-11-18,19.99,False,expired
373,9835,1,2025-03-05,2025-04-04,9.99,False,active
374,2209,1,2024-04-09,2024-05-09,9.99,False,active
375,1809,2,2023-10-05,2023-11-04,19.99,False,canceled
376,6841,2,2024-09-04,2024-10-04,19.99,True,expired
377,8758,3,2023-11-20,2024-11-14,199.99,True,active
378,7089,1,2024-08-06,2024-09-05,9.99,False,active
379,5135,2,2023-09-21,2023-10-21,19.99,True,active
380,6684,1,2023-09-05,2023-10-05,9.99,True,active
381,9772,2,2025-04-04,2025-05-04,19.99,False,canceled
382,7351,1,2025-04-24,2025-05-24,9.99,False,active
383,6858,3,2025-05-22,2026-05-17,199.99,False,expired
384,6726,1,2025-01-03,2025-02-02,9.99,False,expired
385,8309,1,2024-01-24,2024-02-23,9.99,True,expired
386,3462,3,2024-10-20,2025-10-15,199.99,True,canceled
387,8691,1,2025-01-22,2025-02-21,9.99,True,active
388,3395,3,2025-03-01,2026-02-24,199.99,True,canceled
389,1260,2,2025-01-23,2025-02-22,19.99,False,canceled
390,3089,3,2025-02-20,2026-02-15,199.99,True,active
391,6374,1,2024-05-20,2024-06-19,9.99,True,canceled
392,1975,1,2024-07-25,2024-08-24,9.99,True,canceled
393,8633,2,2024-01-01,2024-01-31,19.99,False,expired
394,601,1,2025-04-09,2025-05-09,9.99,False,expired
395,9865,1,2024-11-01,2024-12-01,9.99,True,canceled
396,2677,3,2024-07-15,2025-07-10,199.99,False,expired
397,4848,2,2024-02-28,2024-03-29,19.99,False,expired
398,3685,2,2024-02-08,2024-03-09,19.99,False,active
399,9793,3,2023-11-09,2024-11-03,199.99,True,active
400,7895,2,2023-10-29,2023-11-28,19.99,True,expired
401,2526,1,2024-12-10,2025-01-09,9.99,False,canceled
402,1735,2,2025-06-17,2025-07-17,19.99,False,active
403,9834,3,2024-11-15,2025-11-10,199.99,True,canceled
404,9137,1,2023-10-05,2023-11-04,9.99,False,canceled
405,6898,1,2024-08-10,2024-09-09,9.99,True,expired
406,2986,3,2023-08-11,2024-08-05,199.99,True,canceled
407,612,1,2025-01-06,2025-02-05,9.99,False,active
408,9363,3,2025-04-02,2026-03-28,199.99,False,canceled
409,4231,1,2023-10-03,2023-11-02,9.99,True,expired
410,9091,2,2023-11-09,2023-12-09,19.99,False,active
411,1538,2,2024-09-06,2024-10-06,19.99,False,active
412,864,3,2025-01-02,2025-12-28,199.99,True,active
413,7706,3,2024-12-17,2025-12-12,199.99,False,expired
414,5533,3,2024-01-26,2025-01-20,199.99,True,expired
415,9620,2,2025-04-22,2025-05-22,19.99,False,canceled
416,9492,3,2024-03-15,2025-03-10,199.99,False,active
417,4548,3,2025-05-19,2026-05-14,199.99,True,expired
418,9919,1,2024-12-04,2025-01-03,9.99,True,canceled
419,7921,3,2024-09-05,2025-08-31,199.99,True,canceled
420,1523,2,2024-04-24,2024-05-24,19.99,False,expired
421,1055,1,2024-06-24,2024-07-24,9.99,True,active
422,7709,1,2024-10-13,2024-11-12,9.99,False,canceled
423,472,2,2023-08-19,2023-09-18,19.99,True,active
424,7846,3,2025-03-03,2026-02-26,199.99,True,expired
425,4813,1,2025-03-15,2025-04-14,9.99,True,canceled
426,2173,3,2025-06-08,2026-06-03,199.99,True,expired
427,2798,3,2023-11-20,2024-11-14,199.99,False,active
428,8606,3,2024-05-02,2025-04-27,199.99,True,active
429,6747,3,2024-12-13,2025-12-08,199.99,True,active
430,3846,2,2024-02-03,2024-03-04,19.99,False,canceled
431,237,1,2025-03-03,2025-04-02,9.99,True,expired
432,5080,2,2024-06-25,2024-07-25,19.99,False,active
433,4859,3,2023-07-17,2024-07-11,199.99,False,active
434,505,1,2024-11-03,2024-12-03,9.99,False,active
435,6027,1,2024-01-06,2024-02-05,9.99,False,canceled
436,6740,2,2024-03-01,2024-03-31,19.99,True,active
437,8434,2,2025-04-02,2025-05-02,19.99,True,canceled
438,6825,2,2025-07-01,2025-07-31,19.99,True,expired
439,9437,2,2025-07-01,2025-07-31,19.99,True,canceled
440,8110,2,2023-11-15,2023-12-15,19.99,True,expired
441,8834,3,2023-12-17,2024-12-11,199.99,True,active
442,7659,1,2025-06-20,2025-07-20,9.99,False,canceled
443,2200,2,2024-03-05,2024-04-04,19.99,False,active
444,915,3,2024-11-17,2025-11-12,199.99,True,canceled
445,1247,3,2024-08-19,2025-08-14,199.99,True,active
446,3271,2,2024-05-31,2024-06-30,19.99,False,canceled
447,4378,1,2025-06-16,2025-07-16,9.99,True,active
448,2860,1,2025-06-22,2025-07-22,9.99,False,canceled
449,6253,2,2024-05-04,2024-06-03,19.99,False,expired
450,2839,1,2024-09-27,2024-10-27,9.99,False,active
451,3797,3,2024-07-09,2025-07-04,199.99,False,active
452,9318,2,2025-06-05,2025-07-05,19.99,True,active
453,8877,1,2024-10-20,2024-11-19,9.99,True,expired
454,3777,2,2025-05-20,2025-06-19,19.99,True,canceled
455,2438,2,2023-11-21,2023-12-21,19.99,True,canceled
456,6958,3,2023-10-28,2024-10-22,199.99,True,expired
457,3078,2,2024-03-02,2024-04-01,19.99,False,active
458,3303,2,2025-03-13,2025-04-12,19.99,True,active
459,4217,1,2025-01-24,2025-02-23,9.99,False,canceled
460,1680,3,2024-03-05,2025-02-28,199.99,False,canceled
461,4169,3,2023-11-14,2024-11-08,199.99,True,expired
462,7122,2,2025-06-13,2025-07-13,19.99,False,active
463,4658,1,2024-05-24,2024-06-23,9.99,True,canceled
464,2189,3,2024-05-23,2025-05-18,199.99,False,canceled
465,342,2,2024-10-20,2024-11-19,19.99,False,active
