user_id,total_revenue,avg_monthly_revenue,lifetime_months
683,366.95,26.21,14
684,29.44,1.34,22
685,464.06,154.69,3
686,123.76,17.68,7
687,181.46,9.55,19
688,245.14,17.51,14
689,247.56,24.76,10
690,490.86,24.54,20
691,238.64,34.09,7
692,351.55,175.78,2
693,160.17,16.02,10
694,150.33,150.33,1
695,25.53,2.13,12
696,186.99,7.79,24
697,101.34,7.8,13
698,342.32,42.79,8
699,437.07,19.87,22
700,279.28,18.62,15
701,69.03,8.63,8
702,245.9,49.18,5
703,165.63,7.53,22
704,327.07,32.71,10
705,410.9,31.61,13
706,433.41,36.12,12
707,100.85,12.61,8
708,125.58,5.46,23
709,401.4,17.45,23
710,60.79,2.89,21
711,177.09,9.32,19
712,29.61,9.87,3
713,292.28,97.43,3
714,368.81,61.47,6
715,263.22,18.8,14
716,375.82,15.66,24
717,447.39,89.48,5
718,307.62,153.81,2
719,389.78,55.68,7
720,381.12,31.76,12
721,107.45,4.88,22
722,69.6,3.16,22
723,41.19,4.12,10
724,252.21,84.07,3
725,150.15,75.08,2
726,185.73,30.95,6
727,209.18,19.02,11
728,322.0,46.0,7
729,329.77,14.34,23
730,491.15,491.15,1
731,228.49,22.85,10
732,392.61,43.62,9
733,358.55,44.82,8
734,170.24,17.02,10
735,260.18,28.91,9
736,290.79,26.44,11
737,434.74,24.15,18
738,70.08,10.01,7
739,172.51,8.21,21
740,123.03,7.69,16
741,456.67,50.74,9
742,94.38,4.97,19
743,372.73,19.62,19
744,25.22,1.33,19
745,402.03,36.55,11
746,377.2,94.3,4
747,386.69,96.67,4
748,230.75,10.49,22
749,72.14,6.56,11
750,258.53,10.77,24
751,412.83,24.28,17
752,172.06,34.41,5
753,137.92,6.27,22
754,151.17,15.12,10
755,451.13,41.01,11
756,499.35,71.34,7
757,472.91,19.7,24
758,91.66,18.33,5
759,224.96,11.25,20
760,210.52,52.63,4
761,146.2,24.37,6
762,358.24,119.41,3
763,420.92,42.09,10
764,258.16,258.16,1
765,315.6,15.78,20
766,257.05,64.26,4
767,439.15,109.79,4
768,215.24,9.78,22
769,31.44,7.86,4
770,361.95,20.11,18
771,233.6,33.37,7
772,438.28,73.05,6
773,97.23,16.21,6
774,433.59,36.13,12
775,462.89,57.86,8
776,241.37,34.48,7
777,345.82,43.23,8
778,200.77,11.15,18
779,251.1,16.74,15
780,147.35,36.84,4
781,222.08,14.81,15
782,54.84,10.97,5
783,262.66,26.27,10
784,374.37,17.02,22
785,223.64,74.55,3
786,96.07,13.72,7
787,410.95,19.57,21
788,108.88,6.4,17
789,52.89,2.2,24
790,436.08,31.15,14
791,433.68,28.91,15
792,158.05,6.59,24
793,52.68,5.27,10
794,332.71,13.86,24
795,120.91,120.91,1
796,479.7,119.92,4
797,25.97,2.16,12
798,411.55,51.44,8
799,410.57,18.66,22
800,336.87,42.11,8
801,418.24,38.02,11
802,277.64,277.64,1
803,455.77,20.72,22
804,346.37,43.3,8
805,411.88,45.76,9
806,482.49,120.62,4
807,230.84,12.82,18
808,417.34,32.1,13
809,276.78,69.19,4
810,391.22,195.61,2
811,165.72,15.07,11
812,428.97,142.99,3
813,176.74,29.46,6
814,447.7,24.87,18
815,453.46,32.39,14
816,89.54,4.48,20
817,364.61,20.26,18
818,422.53,46.95,9
819,99.67,19.93,5
820,100.37,7.72,13
821,297.06,24.75,12
822,55.95,3.73,15
823,86.79,17.36,5
824,320.94,15.28,21
825,417.11,41.71,10
826,82.83,5.92,14
827,306.99,16.16,19
828,377.77,47.22,8
829,219.42,219.42,1
830,42.85,2.86,15
831,193.87,11.4,17
832,281.6,18.77,15
833,423.74,30.27,14
834,457.89,25.44,18
835,79.96,8.0,10
836,23.67,0.99,24
837,403.5,67.25,6
838,253.52,14.91,17
839,434.61,18.11,24
840,128.54,32.13,4
841,59.54,4.96,12
842,244.25,10.18,24
843,142.6,71.3,2
844,336.03,19.77,17
845,94.48,7.27,13
846,476.31,28.02,17
847,495.43,27.52,18
848,31.91,1.33,24
849,89.73,7.48,12
850,414.42,17.27,24
851,444.34,44.43,10
852,21.99,1.29,17
853,54.28,3.19,17
854,104.43,5.8,18
855,231.16,11.01,21
856,191.12,47.78,4
857,257.37,18.38,14
858,294.84,36.85,8
859,431.43,26.96,16
860,17.75,2.96,6
861,40.84,1.86,22
862,470.6,21.39,22
863,370.29,23.14,16
864,469.24,52.14,9
865,337.31,337.31,1
866,396.42,26.43,15
867,19.19,2.74,7
868,28.19,2.17,13
869,137.08,10.54,13
870,301.75,17.75,17
871,106.96,5.35,20
872,197.62,17.97,11
873,118.57,39.52,3
874,57.71,4.44,13
875,198.46,19.85,10
876,327.08,65.42,5
877,297.16,148.58,2
878,162.97,23.28,7
879,190.14,9.51,20
880,78.94,11.28,7
881,246.36,24.64,10
882,141.46,9.43,15
883,239.97,13.33,18
884,81.0,16.2,5
885,417.89,32.15,13
886,132.96,12.09,11
887,356.32,27.41,13
888,108.13,6.76,16
889,91.27,30.42,3
890,151.62,16.85,9
891,12.12,0.61,20
892,230.69,14.42,16
893,364.14,15.83,23
894,244.99,17.5,14
895,366.83,40.76,9
896,31.06,10.35,3
897,155.74,17.3,9
898,254.0,14.11,18
899,63.72,9.1,7
900,92.15,23.04,4
901,219.37,54.84,4
902,303.35,15.97,19
903,349.8,23.32,15
904,472.28,21.47,22
905,242.34,48.47,5
906,268.47,20.65,13
907,226.0,11.89,19
908,148.36,12.36,12
909,326.93,108.98,3
910,265.44,66.36,4
911,173.72,7.55,23
912,207.86,9.45,22
913,63.78,5.32,12
914,15.71,2.24,7
915,48.12,6.87,7
916,328.81,46.97,7
917,95.82,9.58,10
918,458.62,20.85,22
919,16.39,8.2,2
920,177.71,59.24,3
921,152.19,13.84,11
922,83.8,7.62,11
923,50.77,2.54,20
924,325.12,32.51,10
925,144.17,28.83,5
926,369.05,369.05,1
927,438.14,19.05,23
928,408.88,24.05,17
929,332.81,23.77,14
930,19.04,1.59,12
931,356.58,29.71,12
932,399.37,16.64,24
933,189.03,63.01,3
934,281.75,93.92,3
935,356.5,19.81,18
936,256.08,28.45,9
937,337.12,37.46,9
938,136.52,6.21,22
939,128.56,7.14,18
940,17.95,4.49,4
941,110.1,10.01,11
942,136.61,17.08,8
943,281.68,23.47,12
944,130.55,6.53,20
945,201.34,20.13,10
946,487.5,20.31,24
947,326.89,14.86,22
948,39.54,1.98,20
949,486.1,121.53,4
950,248.02,12.4,20
951,303.75,60.75,5
952,278.61,34.83,8
953,117.6,7.35,16
954,327.16,109.05,3
955,213.59,9.29,23
956,456.83,22.84,20
957,210.78,52.7,4
958,61.15,2.66,23
959,354.57,29.55,12
960,480.95,21.86,22
961,334.79,37.2,9
962,117.37,6.18,19
963,140.85,9.39,15
964,446.22,27.89,16
965,359.11,21.12,17
966,80.97,3.37,24
967,245.4,13.63,18
968,237.85,29.73,8
969,136.37,68.19,2
970,433.21,144.4,3
971,142.56,7.5,19
972,432.27,43.23,10
973,134.51,8.41,16
974,202.03,11.22,18
975,475.24,29.7,16
976,463.27,66.18,7
977,313.71,20.91,15
978,332.7,15.84,21
979,415.11,18.87,22
980,139.56,23.26,6
981,190.03,11.18,17
982,343.02,85.75,4
983,191.25,10.62,18
984,133.25,7.4,18
985,29.13,1.27,23
986,297.16,17.48,17
987,199.61,11.74,17
988,171.25,7.78,22
989,374.45,37.45,10
990,372.13,16.91,22
991,433.15,61.88,7
992,266.13,26.61,10
993,342.55,15.57,22
994,248.53,62.13,4
995,390.18,22.95,17
996,352.41,88.1,4
997,253.42,13.34,19
998,212.44,9.66,22
999,114.36,6.02,19
1000,251.38,13.97,18
1001,204.69,204.69,1
1002,136.73,22.79,6
1003,190.07,21.12,9
1004,201.62,100.81,2
1005,286.55,13.03,22
1006,295.62,59.12,5
1007,14.99,0.75,20
1008,304.94,76.23,4
1009,452.94,30.2,15
1010,211.29,12.43,17
1011,186.54,9.82,19
1012,406.84,18.49,22
1013,304.13,23.39,13
1014,318.17,13.83,23
1015,442.93,49.21,9
1016,283.58,18.91,15
1017,94.07,5.53,17
1018,159.97,79.98,2
1019,39.08,1.63,24
1020,162.8,13.57,12
1021,152.46,76.23,2
1022,247.37,13.74,18
1023,177.32,11.08,16
1024,426.38,85.28,5
1025,366.75,18.34,20
1026,310.96,103.65,3
1027,23.26,1.16,20
1028,69.62,34.81,2
1029,486.83,32.46,15
1030,143.71,143.71,1
1031,388.87,22.87,17
1032,124.04,11.28,11
1033,41.02,10.26,4
1034,350.45,18.44,19
1035,260.18,32.52,8
1036,92.36,4.86,19
1037,386.42,18.4,21
1038,143.01,28.6,5
1039,65.75,7.31,9
1040,40.97,3.72,11
1041,373.59,124.53,3
1042,293.22,29.32,10
1043,484.2,25.48,19
1044,414.45,21.81,19
1045,98.95,32.98,3
1046,296.31,19.75,15
1047,109.06,21.81,5
1048,168.84,11.26,15
1049,401.29,23.61,17
1050,27.12,1.7,16
1051,252.95,31.62,8
1052,323.03,46.15,7
1053,489.0,22.23,22
1054,194.46,12.15,16
1055,378.71,63.12,6
1056,185.77,7.74,24
1057,469.88,23.49,20
1058,272.57,22.71,12
1059,285.29,12.97,22
1060,222.37,10.59,21
1061,302.85,37.86,8
1062,324.09,162.04,2
1063,378.07,31.51,12
1064,75.35,8.37,9
1065,207.47,11.53,18
1066,499.1,62.39,8
1067,144.04,8.0,18
1068,434.63,18.9,23
1069,183.22,11.45,16
1070,483.85,60.48,8
1071,488.52,122.13,4
1072,138.39,8.14,17
1073,32.02,5.34,6
1074,83.59,5.57,15
1075,196.07,16.34,12
1076,98.39,19.68,5
1077,439.22,31.37,14
1078,43.42,2.29,19
1079,320.56,13.94,23
1080,90.61,4.12,22
1081,222.41,15.89,14
1082,316.14,26.34,12
1083,249.69,15.61,16
1084,332.81,17.52,19
1085,282.51,94.17,3
1086,295.81,14.09,21
1087,193.44,24.18,8
1088,229.27,20.84,11
1089,458.32,22.92,20
1090,266.27,26.63,10
1091,168.08,8.4,20
1092,166.92,7.59,22
1093,51.02,3.19,16
1094,296.62,14.12,21
1095,444.23,88.85,5
1096,416.21,69.37,6
1097,170.49,170.49,1
1098,121.2,15.15,8
1099,397.97,28.43,14
1100,155.78,6.49,24
1101,385.98,48.25,8
1102,324.13,46.3,7
1103,109.74,5.23,21
1104,145.67,24.28,6
1105,257.36,42.89,6
1106,144.4,72.2,2
1107,370.06,92.52,4
1108,101.54,20.31,5
1109,323.89,13.5,24
1110,308.22,102.74,3
1111,155.73,12.98,12
1112,394.81,39.48,10
1113,464.11,77.35,6
1114,486.43,54.05,9
1115,279.28,14.7,19
1116,66.13,4.13,16
1117,483.57,43.96,11
1118,41.93,4.66,9
1119,163.68,7.44,22
1120,464.98,23.25,20
1121,124.88,31.22,4
1122,452.94,23.84,19
1123,362.27,25.88,14
1124,114.69,14.34,8
1125,428.54,53.57,8
1126,171.81,7.16,24
1127,266.53,29.61,9
1128,28.95,1.93,15
1129,142.35,7.12,20
1130,54.27,4.17,13
1131,166.26,11.08,15
1132,384.54,42.73,9
1133,466.07,21.18,22
1134,337.55,337.55,1
1135,270.42,45.07,6
1136,198.41,22.05,9
1137,143.72,15.97,9
1138,75.43,8.38,9
1139,237.2,118.6,2
1140,236.84,15.79,15
1141,344.78,21.55,16
1142,123.4,6.86,18
1143,230.43,11.52,20
1144,301.65,15.88,19
1145,239.3,239.3,1
1146,497.31,38.25,13
1147,257.13,14.29,18
1148,435.4,39.58,11
1149,99.53,12.44,8
