user_id,total_revenue,avg_monthly_revenue,lifetime_months
183,374.08,34.01,11
184,133.38,14.82,9
185,55.59,3.47,16
186,442.6,88.52,5
187,61.46,3.07,20
188,265.9,66.47,4
189,11.7,0.49,24
190,401.6,100.4,4
191,121.93,5.54,22
192,224.09,22.41,10
193,46.83,23.41,2
194,325.88,54.31,6
195,242.88,242.88,1
196,433.52,86.7,5
197,394.79,28.2,14
198,72.22,4.25,17
199,471.53,117.88,4
200,181.5,8.64,21
201,394.85,17.17,23
202,91.94,4.38,21
203,475.52,29.72,16
204,251.95,251.95,1
205,295.22,15.54,19
206,316.73,26.39,12
207,266.92,26.69,10
208,240.09,13.34,18
209,360.04,90.01,4
210,91.34,4.57,20
211,122.59,20.43,6
212,32.92,1.94,17
213,303.95,23.38,13
214,488.28,32.55,15
215,358.99,15.61,23
216,491.75,37.83,13
217,60.81,10.13,6
218,160.9,8.94,18
219,250.31,22.76,11
220,446.52,18.61,24
221,248.63,19.13,13
222,67.32,3.54,19
223,447.11,55.89,8
224,55.64,5.56,10
225,93.96,4.95,19
226,71.1,5.08,14
227,202.36,13.49,15
228,222.41,13.9,16
229,489.85,122.46,4
230,467.45,66.78,7
231,358.76,71.75,5
232,85.17,28.39,3
233,178.78,11.17,16
234,165.21,15.02,11
235,450.81,45.08,10
236,436.21,39.66,11
237,253.87,23.08,11
238,426.22,26.64,16
239,486.92,243.46,2
240,148.95,12.41,12
241,95.4,7.34,13
242,483.02,20.13,24
243,16.82,1.29,13
244,433.06,36.09,12
245,46.61,2.12,22
246,209.73,16.13,13
247,398.31,18.97,21
248,24.17,24.17,1
249,467.68,51.96,9
250,282.64,94.21,3
251,148.85,7.44,20
252,123.72,5.89,21
253,89.52,9.95,9
254,274.7,15.26,18
255,387.3,22.78,17
256,12.46,12.46,1
257,11.48,0.52,22
258,291.38,58.28,5
259,471.77,42.89,11
260,33.84,1.69,20
261,135.89,10.45,13
262,140.03,14.0,10
263,492.4,61.55,8
264,137.43,68.72,2
265,64.46,3.58,18
266,246.2,13.68,18
267,241.36,18.57,13
268,222.86,20.26,11
269,391.05,65.17,6
270,484.72,22.03,22
271,167.96,11.2,15
272,89.6,4.98,18
273,446.26,89.25,5
274,385.52,24.09,16
275,380.37,31.7,12
276,109.0,9.91,11
277,12.17,1.35,9
278,331.7,18.43,18
279,42.66,5.33,8
280,295.12,98.37,3
281,442.02,110.5,4
282,12.08,6.04,2
283,400.22,400.22,1
284,134.91,5.87,23
285,307.99,61.6,5
286,481.95,481.95,1
287,486.06,37.39,13
288,49.02,2.33,21
289,166.38,15.13,11
290,229.19,22.92,10
291,207.26,69.09,3
292,445.59,111.4,4
293,436.07,436.07,1
294,178.44,13.73,13
295,195.76,11.52,17
296,315.21,24.25,13
297,112.73,7.52,15
298,106.24,7.08,15
299,28.97,3.22,9
300,350.69,17.53,20
301,93.33,4.06,23
302,201.24,15.48,13
303,99.08,33.03,3
304,105.59,9.6,11
305,334.97,167.49,2
306,246.62,20.55,12
307,279.39,27.94,10
308,169.26,18.81,9
309,176.75,8.03,22
310,331.25,18.4,18
311,346.23,20.37,17
312,67.58,2.82,24
313,166.55,33.31,5
314,140.3,6.1,23
315,90.15,6.44,14
316,485.72,121.43,4
317,81.45,81.45,1
318,470.6,33.61,14
319,430.87,19.59,22
320,82.98,27.66,3
321,228.45,57.11,4
322,484.61,21.07,23
323,298.83,59.77,5
324,100.25,4.56,22
325,351.35,31.94,11
326,427.92,23.77,18
327,125.29,7.37,17
328,347.43,34.74,10
329,425.74,53.22,8
330,52.5,3.09,17
331,23.45,7.82,3
332,10.21,0.93,11
333,73.8,4.1,18
334,62.13,6.9,9
335,365.48,16.61,22
336,29.83,2.49,12
337,55.18,4.6,12
338,469.18,42.65,11
339,132.62,5.77,23
340,458.14,152.71,3
341,179.83,44.96,4
342,294.46,58.89,5
343,157.46,22.49,7
344,111.3,6.96,16
345,392.81,196.41,2
346,238.01,15.87,15
347,40.58,2.14,19
348,216.48,72.16,3
349,373.33,74.67,5
350,320.65,64.13,5
351,475.17,31.68,15
352,29.75,4.96,6
353,110.04,6.11,18
354,257.24,42.87,6
355,244.0,30.5,8
356,364.17,182.09,2
357,448.17,20.37,22
358,170.26,17.03,10
359,124.96,24.99,5
360,101.01,33.67,3
361,213.33,13.33,16
362,283.05,56.61,5
363,364.02,16.55,22
364,154.32,7.35,21
365,46.34,3.31,14
366,400.18,66.7,6
367,207.88,9.45,22
368,171.37,7.45,23
369,320.35,35.59,9
370,113.74,10.34,11
371,246.67,12.33,20
372,250.81,83.6,3
373,193.98,64.66,3
374,475.01,39.58,12
375,415.32,25.96,16
376,89.88,3.91,23
377,94.41,23.6,4
378,390.89,130.3,3
379,471.62,78.6,6
380,342.1,57.02,6
381,354.52,27.27,13
382,475.35,25.02,19
383,277.47,30.83,9
384,77.4,11.06,7
385,193.44,8.41,23
386,439.13,29.28,15
387,329.72,82.43,4
388,325.06,32.51,10
389,452.62,25.15,18
390,309.39,103.13,3
391,48.69,3.04,16
392,135.51,15.06,9
393,204.81,17.07,12
394,334.02,22.27,15
395,58.44,5.31,11
396,289.57,19.3,15
397,388.43,48.55,8
398,416.17,32.01,13
399,320.09,14.55,22
400,87.66,7.97,11
401,496.32,22.56,22
402,269.98,18.0,15
403,58.56,7.32,8
404,488.43,30.53,16
405,485.68,26.98,18
406,444.83,22.24,20
407,375.37,20.85,18
408,419.57,23.31,18
409,16.59,1.19,14
410,492.44,164.15,3
411,280.83,35.1,8
412,220.17,55.04,4
413,215.65,10.27,21
414,20.5,1.21,17
415,155.5,25.92,6
416,155.78,31.16,5
417,285.09,40.73,7
418,199.0,24.88,8
419,231.05,16.5,14
420,287.23,47.87,6
421,445.6,31.83,14
422,332.23,22.15,15
423,368.22,15.34,24
424,118.61,6.98,17
425,159.88,7.99,20
426,168.44,33.69,5
427,50.84,3.39,15
428,30.2,2.52,12
429,324.8,13.53,24
430,141.05,17.63,8
431,181.16,12.08,15
432,113.27,28.32,4
433,259.2,11.27,23
434,463.37,154.46,3
435,242.49,11.02,22
436,28.88,2.89,10
437,471.14,19.63,24
438,138.24,10.63,13
439,236.42,21.49,11
440,449.57,89.91,5
441,254.93,50.99,5
442,63.27,6.33,10
443,209.39,34.9,6
444,201.84,25.23,8
445,114.39,7.63,15
446,38.26,1.82,21
447,192.71,19.27,10
448,317.51,24.42,13
449,170.22,9.46,18
450,184.78,9.24,20
451,388.47,21.58,18
452,79.14,26.38,3
453,303.88,37.98,8
454,106.51,9.68,11
455,375.44,22.08,17
456,467.0,24.58,19
457,431.53,43.15,10
458,393.84,98.46,4
459,146.27,18.28,8
460,400.26,18.19,22
461,199.07,39.81,5
462,418.38,83.68,5
463,437.4,36.45,12
464,26.01,1.45,18
465,66.12,9.45,7
466,404.38,404.38,1
467,286.31,17.89,16
468,384.53,18.31,21
469,388.09,194.04,2
470,281.69,28.17,10
471,277.2,12.05,23
472,163.22,10.88,15
473,457.32,228.66,2
474,166.06,166.06,1
475,330.28,16.51,20
476,83.16,3.46,24
477,134.4,8.4,16
478,46.29,1.93,24
479,337.96,33.8,10
480,200.19,9.53,21
481,241.48,30.18,8
482,237.41,15.83,15
483,153.7,12.81,12
484,364.44,19.18,19
485,378.2,25.21,15
486,498.1,55.34,9
487,460.56,51.17,9
488,308.11,61.62,5
489,437.72,109.43,4
490,93.4,6.67,14
491,238.03,238.03,1
492,436.91,23.0,19
493,180.96,16.45,11
494,216.54,19.69,11
495,356.05,19.78,18
496,154.94,12.91,12
497,306.1,34.01,9
498,184.36,16.76,11
499,53.66,3.83,14
500,249.59,22.69,11
501,300.87,15.84,19
502,76.55,10.94,7
503,275.9,15.33,18
504,307.11,76.78,4
505,406.03,31.23,13
506,421.15,20.05,21
507,135.9,33.98,4
508,13.07,0.57,23
509,313.21,44.74,7
510,361.65,21.27,17
511,58.86,2.94,20
512,295.03,15.53,19
513,172.01,14.33,12
514,255.28,31.91,8
515,225.57,10.74,21
516,12.46,1.56,8
517,150.1,8.83,17
518,388.31,29.87,13
519,129.43,18.49,7
520,405.06,17.61,23
521,474.46,31.63,15
522,320.91,14.59,22
523,315.36,45.05,7
524,147.72,6.71,22
525,283.49,20.25,14
526,220.83,31.55,7
527,408.89,31.45,13
528,450.77,64.4,7
529,306.42,14.59,21
530,458.2,21.82,21
531,160.37,9.43,17
532,190.94,11.23,17
533,249.21,13.85,18
534,239.86,59.97,4
535,135.95,6.18,22
536,441.49,21.02,21
537,44.03,4.4,10
538,377.9,125.97,3
539,79.34,79.34,1
540,402.07,67.01,6
541,391.86,43.54,9
542,25.43,1.21,21
543,174.68,9.7,18
544,34.6,2.88,12
545,157.52,7.5,21
546,228.42,45.68,5
547,155.73,7.42,21
548,173.85,34.77,5
549,290.85,12.12,24
550,143.7,9.58,15
551,165.52,13.79,12
552,243.21,24.32,10
553,24.32,2.43,10
554,385.99,21.44,18
555,81.29,4.28,19
556,361.36,21.26,17
557,164.12,7.46,22
558,411.71,21.67,19
559,163.15,7.42,22
560,226.6,22.66,10
561,449.33,26.43,17
562,336.08,15.28,22
563,341.9,34.19,10
564,412.32,58.9,7
565,273.41,19.53,14
566,184.68,10.86,17
567,356.53,16.21,22
568,293.98,293.98,1
569,325.63,40.7,8
570,200.99,20.1,10
571,88.8,11.1,8
572,51.09,2.69,19
573,314.67,62.93,5
574,109.77,109.77,1
575,137.23,34.31,4
576,482.38,241.19,2
577,275.55,91.85,3
578,284.44,23.7,12
579,332.49,18.47,18
580,332.83,15.85,21
581,129.04,9.22,14
582,411.43,24.2,17
583,111.79,12.42,9
584,260.29,12.39,21
585,62.7,5.23,12
586,265.66,20.44,13
587,117.8,23.56,5
588,21.96,10.98,2
589,403.12,100.78,4
590,348.16,18.32,19
591,309.86,38.73,8
592,332.79,17.52,19
593,97.29,12.16,8
594,214.22,10.71,20
595,286.43,11.93,24
596,62.99,9.0,7
597,41.11,41.11,1
598,87.02,8.7,10
599,311.05,17.28,18
600,419.99,18.26,23
601,410.65,27.38,15
602,272.98,14.37,19
603,89.54,22.39,4
604,96.13,5.06,19
605,119.73,5.21,23
606,330.34,165.17,2
607,40.71,2.91,14
608,248.76,12.44,20
609,398.27,24.89,16
610,340.69,113.56,3
611,391.28,30.1,13
612,336.83,14.03,24
613,385.34,385.34,1
614,451.99,37.67,12
615,141.03,14.1,10
616,439.57,23.14,19
617,421.28,26.33,16
618,382.1,15.92,24
619,421.46,22.18,19
620,381.36,34.67,11
621,202.6,20.26,10
622,284.65,47.44,6
623,191.28,13.66,14
624,80.89,8.09,10
625,140.21,7.01,20
626,201.09,28.73,7
627,30.8,2.8,11
628,12.95,12.95,1
629,71.01,4.18,17
630,337.07,14.04,24
631,374.53,46.82,8
632,297.8,148.9,2
633,408.45,22.69,18
634,147.81,7.04,21
635,101.65,12.71,8
636,436.02,18.17,24
637,385.61,64.27,6
638,436.49,72.75,6
639,362.44,20.14,18
640,404.76,28.91,14
641,257.53,11.71,22
642,408.09,27.21,15
643,66.67,16.67,4
644,331.1,55.18,6
645,219.47,12.19,18
646,172.13,28.69,6
647,164.67,7.48,22
648,245.8,10.24,24
649,315.76,21.05,15
650,110.71,6.15,18
651,312.78,15.64,20
652,41.62,4.62,9
653,346.69,86.67,4
654,77.93,25.98,3
655,62.98,5.73,11
656,147.47,73.73,2
657,50.92,6.37,8
658,280.87,56.17,5
659,134.46,44.82,3
660,199.78,16.65,12
661,266.45,29.61,9
662,328.9,109.63,3
663,268.05,134.03,2
664,375.49,20.86,18
665,64.86,2.7,24
666,293.57,41.94,7
667,266.88,16.68,16
668,453.18,113.3,4
669,28.32,2.83,10
670,227.83,45.57,5
671,216.8,9.03,24
672,362.89,22.68,16
673,254.45,14.14,18
674,295.95,59.19,5
675,272.2,22.68,12
676,288.53,13.11,22
677,290.75,26.43,11
678,366.95,26.21,14
679,29.44,1.34,22
680,464.06,154.69,3
681,123.76,17.68,7
682,181.46,9.55,19
683,245.14,17.51,14
684,247.56,24.76,10
685,490.86,24.54,20
686,238.64,34.09,7
687,351.55,175.78,2
688,160.17,16.02,10
689,150.33,150.33,1
690,25.53,2.13,12
691,186.99,7.79,24
692,101.34,7.8,13
693,342.32,42.79,8
694,437.07,19.87,22
695,279.28,18.62,15
696,69.03,8.63,8
697,245.9,49.18,5
698,165.63,7.53,22
699,327.07,32.71,10
700,410.9,31.61,13
701,433.41,36.12,12
702,100.85,12.61,8
703,125.58,5.46,23
704,401.4,17.45,23
705,60.79,2.89,21
706,177.09,9.32,19
707,29.61,9.87,3
708,292.28,97.43,3
709,368.81,61.47,6
710,263.22,18.8,14
711,375.82,15.66,24
712,447.39,89.48,5
713,307.62,153.81,2
714,389.78,55.68,7
715,381.12,31.76,12
716,107.45,4.88,22
717,69.6,3.16,22
718,41.19,4.12,10
719,252.21,84.07,3
720,150.15,75.08,2
721,185.73,30.95,6
722,209.18,19.02,11
723,322.0,46.0,7
724,329.77,14.34,23
725,491.15,491.15,1
726,228.49,22.85,10
727,392.61,43.62,9
728,358.55,44.82,8
729,170.24,17.02,10
730,260.18,28.91,9
731,290.79,26.44,11
732,434.74,24.15,18
733,70.08,10.01,7
734,172.51,8.21,21
735,123.03,7.69,16
736,456.67,50.74,9
737,94.38,4.97,19
738,372.73,19.62,19
739,25.22,1.33,19
740,402.03,36.55,11
741,377.2,94.3,4
742,386.69,96.67,4
743,230.75,10.49,22
744,72.14,6.56,11
745,258.53,10.77,24
746,412.83,24.28,17
747,172.06,34.41,5
748,137.92,6.27,22
749,151.17,15.12,10
750,451.13,41.01,11
751,499.35,71.34,7
752,472.91,19.7,24
753,91.66,18.33,5
754,224.96,11.25,20
755,210.52,52.63,4
756,146.2,24.37,6
757,358.24,119.41,3
758,420.92,42.09,10
759,258.16,258.16,1
760,315.6,15.78,20
761,257.05,64.26,4
762,439.15,109.79,4
763,215.24,9.78,22
764,31.44,7.86,4
765,361.95,20.11,18
766,233.6,33.37,7
767,438.28,73.05,6
768,97.23,16.21,6
769,433.59,36.13,12
770,462.89,57.86,8
771,241.37,34.48,7
772,345.82,43.23,8
773,200.77,11.15,18
774,251.1,16.74,15
775,147.35,36.84,4
776,222.08,14.81,15
777,54.84,10.97,5
778,262.66,26.27,10
779,374.37,17.02,22
780,223.64,74.55,3
781,96.07,13.72,7
782,410.95,19.57,21
783,108.88,6.4,17
784,52.89,2.2,24
785,436.08,31.15,14
786,433.68,28.91,15
787,158.05,6.59,24
788,52.68,5.27,10
789,332.71,13.86,24
790,120.91,120.91,1
791,479.7,119.92,4
792,25.97,2.16,12
793,411.55,51.44,8
794,410.57,18.66,22
795,336.87,42.11,8
796,418.24,38.02,11
797,277.64,277.64,1
798,455.77,20.72,22
799,346.37,43.3,8
800,411.88,45.76,9
801,482.49,120.62,4
802,230.84,12.82,18
803,417.34,32.1,13
804,276.78,69.19,4
805,391.22,195.61,2
806,165.72,15.07,11
807,428.97,142.99,3
808,176.74,29.46,6
809,447.7,24.87,18
810,453.46,32.39,14
811,89.54,4.48,20
812,364.61,20.26,18
813,422.53,46.95,9
814,99.67,19.93,5
815,100.37,7.72,13
816,297.06,24.75,12
817,55.95,3.73,15
818,86.79,17.36,5
819,320.94,15.28,21
820,417.11,41.71,10
821,82.83,5.92,14
822,306.99,16.16,19
823,377.77,47.22,8
824,219.42,219.42,1
825,42.85,2.86,15
826,193.87,11.4,17
827,281.6,18.77,15
828,423.74,30.27,14
829,457.89,25.44,18
830,79.96,8.0,10
831,23.67,0.99,24
832,403.5,67.25,6
833,253.52,14.91,17
834,434.61,18.11,24
835,128.54,32.13,4
836,59.54,4.96,12
837,244.25,10.18,24
838,142.6,71.3,2
839,336.03,19.77,17
840,94.48,7.27,13
841,476.31,28.02,17
842,495.43,27.52,18
843,31.91,1.33,24
844,89.73,7.48,12
845,414.42,17.27,24
846,444.34,44.43,10
847,21.99,1.29,17
848,54.28,3.19,17
849,104.43,5.8,18
850,231.16,11.01,21
851,191.12,47.78,4
852,257.37,18.38,14
853,294.84,36.85,8
854,431.43,26.96,16
855,17.75,2.96,6
856,40.84,1.86,22
857,470.6,21.39,22
858,370.29,23.14,16
859,469.24,52.14,9
860,337.31,337.31,1
861,396.42,26.43,15
862,19.19,2.74,7
863,28.19,2.17,13
864,137.08,10.54,13
865,301.75,17.75,17
866,106.96,5.35,20
867,197.62,17.97,11
868,118.57,39.52,3
869,57.71,4.44,13
870,198.46,19.85,10
871,327.08,65.42,5
872,297.16,148.58,2
873,162.97,23.28,7
874,190.14,9.51,20
875,78.94,11.28,7
876,246.36,24.64,10
877,141.46,9.43,15
878,239.97,13.33,18
879,81.0,16.2,5
880,417.89,32.15,13
881,132.96,12.09,11
882,356.32,27.41,13
883,108.13,6.76,16
884,91.27,30.42,3
885,151.62,16.85,9
886,12.12,0.61,20
887,230.69,14.42,16
888,364.14,15.83,23
889,244.99,17.5,14
890,366.83,40.76,9
891,31.06,10.35,3
892,155.74,17.3,9
893,254.0,14.11,18
894,63.72,9.1,7
895,92.15,23.04,4
896,219.37,54.84,4
897,303.35,15.97,19
898,349.8,23.32,15
899,472.28,21.47,22
900,242.34,48.47,5
901,268.47,20.65,13
902,226.0,11.89,19
903,148.36,12.36,12
904,326.93,108.98,3
905,265.44,66.36,4
906,173.72,7.55,23
907,207.86,9.45,22
908,63.78,5.32,12
909,15.71,2.24,7
910,48.12,6.87,7
911,328.81,46.97,7
912,95.82,9.58,10
913,458.62,20.85,22
914,16.39,8.2,2
915,177.71,59.24,3
916,152.19,13.84,11
917,83.8,7.62,11
918,50.77,2.54,20
919,325.12,32.51,10
920,144.17,28.83,5
921,369.05,369.05,1
922,438.14,19.05,23
923,408.88,24.05,17
924,332.81,23.77,14
925,19.04,1.59,12
926,356.58,29.71,12
927,399.37,16.64,24
928,189.03,63.01,3
929,281.75,93.92,3
930,356.5,19.81,18
931,256.08,28.45,9
932,337.12,37.46,9
933,136.52,6.21,22
934,128.56,7.14,18
935,17.95,4.49,4
936,110.1,10.01,11
937,136.61,17.08,8
938,281.68,23.47,12
939,130.55,6.53,20
940,201.34,20.13,10
941,487.5,20.31,24
942,326.89,14.86,22
943,39.54,1.98,20
944,486.1,121.53,4
945,248.02,12.4,20
946,303.75,60.75,5
947,278.61,34.83,8
948,117.6,7.35,16
949,327.16,109.05,3
950,213.59,9.29,23
951,456.83,22.84,20
952,210.78,52.7,4
953,61.15,2.66,23
954,354.57,29.55,12
955,480.95,21.86,22
956,334.79,37.2,9
957,117.37,6.18,19
958,140.85,9.39,15
959,446.22,27.89,16
960,359.11,21.12,17
961,80.97,3.37,24
962,245.4,13.63,18
963,237.85,29.73,8
964,136.37,68.19,2
965,433.21,144.4,3
966,142.56,7.5,19
967,432.27,43.23,10
968,134.51,8.41,16
969,202.03,11.22,18
970,475.24,29.7,16
971,463.27,66.18,7
972,313.71,20.91,15
973,332.7,15.84,21
974,415.11,18.87,22
975,139.56,23.26,6
976,190.03,11.18,17
977,343.02,85.75,4
978,191.25,10.62,18
979,133.25,7.4,18
980,29.13,1.27,23
981,297.16,17.48,17
982,199.61,11.74,17
983,171.25,7.78,22
984,374.45,37.45,10
985,372.13,16.91,22
986,433.15,61.88,7
987,266.13,26.61,10
988,342.55,15.57,22
989,248.53,62.13,4
990,390.18,22.95,17
991,352.41,88.1,4
992,253.42,13.34,19
993,212.44,9.66,22
994,114.36,6.02,19
995,251.38,13.97,18
996,204.69,204.69,1
997,136.73,22.79,6
998,190.07,21.12,9
999,201.62,100.81,2
1000,286.55,13.03,22
1001,295.62,59.12,5
1002,14.99,0.75,20
1003,304.94,76.23,4
1004,452.94,30.2,15
1005,211.29,12.43,17
1006,186.54,9.82,19
1007,406.84,18.49,22
1008,304.13,23.39,13
1009,318.17,13.83,23
1010,442.93,49.21,9
1011,283.58,18.91,15
1012,94.07,5.53,17
1013,159.97,79.98,2
1014,39.08,1.63,24
1015,162.8,13.57,12
1016,152.46,76.23,2
1017,247.37,13.74,18
1018,177.32,11.08,16
1019,426.38,85.28,5
1020,366.75,18.34,20
1021,310.96,103.65,3
1022,23.26,1.16,20
1023,69.62,34.81,2
1024,486.83,32.46,15
1025,143.71,143.71,1
1026,388.87,22.87,17
1027,124.04,11.28,11
1028,41.02,10.26,4
1029,350.45,18.44,19
1030,260.18,32.52,8
1031,92.36,4.86,19
1032,386.42,18.4,21
1033,143.01,28.6,5
1034,65.75,7.31,9
1035,40.97,3.72,11
1036,373.59,124.53,3
1037,293.22,29.32,10
1038,484.2,25.48,19
1039,414.45,21.81,19
1040,98.95,32.98,3
1041,296.31,19.75,15
1042,109.06,21.81,5
1043,168.84,11.26,15
1044,401.29,23.61,17
1045,27.12,1.7,16
1046,252.95,31.62,8
1047,323.03,46.15,7
1048,489.0,22.23,22
1049,194.46,12.15,16
1050,378.71,63.12,6
1051,185.77,7.74,24
1052,469.88,23.49,20
1053,272.57,22.71,12
1054,285.29,12.97,22
1055,222.37,10.59,21
1056,302.85,37.86,8
1057,324.09,162.04,2
1058,378.07,31.51,12
1059,75.35,8.37,9
1060,207.47,11.53,18
1061,499.1,62.39,8
1062,144.04,8.0,18
1063,434.63,18.9,23
1064,183.22,11.45,16
1065,483.85,60.48,8
1066,488.52,122.13,4
1067,138.39,8.14,17
1068,32.02,5.34,6
1069,83.59,5.57,15
1070,196.07,16.34,12
1071,98.39,19.68,5
1072,439.22,31.37,14
1073,43.42,2.29,19
1074,320.56,13.94,23
1075,90.61,4.12,22
1076,222.41,15.89,14
1077,316.14,26.34,12
1078,249.69,15.61,16
1079,332.81,17.52,19
1080,282.51,94.17,3
1081,295.81,14.09,21
1082,193.44,24.18,8
1083,229.27,20.84,11
1084,458.32,22.92,20
1085,266.27,26.63,10
1086,168.08,8.4,20
1087,166.92,7.59,22
1088,51.02,3.19,16
1089,296.62,14.12,21
1090,444.23,88.85,5
1091,416.21,69.37,6
1092,170.49,170.49,1
1093,121.2,15.15,8
1094,397.97,28.43,14
1095,155.78,6.49,24
1096,385.98,48.25,8
1097,324.13,46.3,7
1098,109.74,5.23,21
1099,145.67,24.28,6
1100,257.36,42.89,6
1101,144.4,72.2,2
1102,370.06,92.52,4
1103,101.54,20.31,5
1104,323.89,13.5,24
1105,308.22,102.74,3
1106,155.73,12.98,12
1107,394.81,39.48,10
1108,464.11,77.35,6
1109,486.43,54.05,9
1110,279.28,14.7,19
1111,66.13,4.13,16
1112,483.57,43.96,11
1113,41.93,4.66,9
1114,163.68,7.44,22
1115,464.98,23.25,20
1116,124.88,31.22,4
1117,452.94,23.84,19
1118,362.27,25.88,14
1119,114.69,14.34,8
1120,428.54,53.57,8
1121,171.81,7.16,24
1122,266.53,29.61,9
1123,28.95,1.93,15
1124,142.35,7.12,20
1125,54.27,4.17,13
1126,166.26,11.08,15
1127,384.54,42.73,9
1128,466.07,21.18,22
1129,337.55,337.55,1
1130,270.42,45.07,6
1131,198.41,22.05,9
1132,143.72,15.97,9
1133,75.43,8.38,9
1134,237.2,118.6,2
1135,236.84,15.79,15
1136,344.78,21.55,16
1137,123.4,6.86,18
1138,230.43,11.52,20
1139,301.65,15.88,19
1140,239.3,239.3,1
1141,497.31,38.25,13
1142,257.13,14.29,18
1143,435.4,39.58,11
1144,99.53,12.44,8
1145,386.91,27.64,14
1146,57.15,7.14,8
1147,202.25,9.19,22
1148,153.3,11.79,13
1149,460.8,460.8,1
